Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
2013-07-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",OH,43701,,N/A,Web,2013-07-30,Closed with explanation,Yes,Yes,479487
2013-07-31,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,IL,60633,,N/A,Postal mail,2013-08-02,Closed with non-monetary relief,Yes,No,470951
2013-07-31,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,Receivables Performance Management LLC,NY,11205,,N/A,Web,2013-07-31,Closed with explanation,Yes,Yes,470955
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NC,28457,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470012
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,AL,36526,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470091
2013-07-30,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NJ,7111,,N/A,Referral,2013-08-19,Closed with non-monetary relief,Yes,No,469792
2013-07-31,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",IL,60633,,N/A,Postal mail,2013-08-02,Closed with explanation,Yes,No,470962
2013-07-31,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,FL,33186,,N/A,Referral,2013-08-02,Closed with monetary relief,Yes,No,471071
2013-07-31,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,U.S. Bancorp,WI,53130,,N/A,Referral,2013-08-05,Closed with explanation,Yes,No,470985
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,93111,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470103
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,AL,36854,,N/A,Referral,2013-07-31,Closed with monetary relief,Yes,No,470206
2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,33558,,N/A,Phone,2013-11-03,Closed with explanation,Yes,No,470970
2013-07-30,Credit card,,APR or interest rate,,,,Amex,MA,2215,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,470132
2013-07-30,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"Convergent Resources, Inc.",NV,89074,,N/A,Referral,2013-08-01,Closed,Yes,No,469810
2013-07-30,Credit card,,Billing disputes,,,,Amex,NY,12060,,N/A,Referral,2013-08-02,Closed with explanation,Yes,Yes,470151
2013-07-30,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,TX,78239,,N/A,Fax,2013-07-31,Closed with explanation,Yes,Yes,475278
2013-07-31,Credit card,,Transaction issue,,,,Discover,OR,97086,,N/A,Referral,2013-08-02,Closed with non-monetary relief,Yes,No,471053
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,GA,30121,,N/A,Referral,2013-09-19,Closed with explanation,Yes,No,535169
2013-07-30,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,VA,20878,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,474284
2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MI,48439,,N/A,Postal mail,2013-08-26,Closed with explanation,Yes,No,471000
2013-07-30,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",MD,21078,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,479648
2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Provident Funding,CT,6106,,N/A,Web,2013-08-05,Closed with explanation,Yes,No,474893
2013-07-31,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,Bank of America,NY,11581,,N/A,Web,2013-08-05,Closed with explanation,Yes,Yes,471014
2013-07-31,Credit card,,Balance transfer fee,,,,Discover,CA,91356,,N/A,Web,2013-07-31,Closed with non-monetary relief,Yes,No,470488
2013-07-30,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,GA,30121,,N/A,Web,2013-07-31,Closed with non-monetary relief,Yes,Yes,471164
2013-07-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Specialized Loan Servicing LLC,CA,94565,,N/A,Web,2013-08-05,Closed,Yes,No,471015
2013-07-30,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,IL,60626,,N/A,Phone,2013-07-31,Closed with monetary relief,Yes,No,469836
2013-07-31,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",OR,97236,,N/A,Postal mail,2013-08-20,Closed with explanation,Yes,No,471021
2013-07-30,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,OK,73053,Older American,N/A,Web,2013-07-30,Closed with explanation,Yes,No,468212
2013-07-30,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,FL,34237,,N/A,Referral,2013-07-31,Closed with explanation,Yes,Yes,479907
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,MO,63456,,N/A,Web,2013-08-06,Closed with non-monetary relief,Yes,No,480943
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,64048,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470235
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,95117,,N/A,Postal mail,2013-08-05,Closed with explanation,Yes,No,471037
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,SC,29212,Servicemember,N/A,Referral,2013-07-31,Closed with explanation,Yes,Yes,470298
2013-07-31,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,Total Recovery Solutions,TX,77551,,N/A,Web,2013-08-16,Closed with explanation,Yes,Yes,482436
2013-07-31,Credit card,,Billing disputes,,,,Bank of America,MT,59446,,N/A,Phone,2013-08-02,Closed with monetary relief,Yes,No,471048
2013-07-31,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,AL,35124,,N/A,Web,2013-07-31,Closed with non-monetary relief,Yes,No,476098
2013-07-30,Mortgage,Other mortgage,Other,,,,Ditech Financial LLC,NH,3431,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,469980
2013-07-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",NY,14623,,N/A,Postal mail,2013-07-31,Closed with explanation,Yes,Yes,461803
2013-07-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,19015,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,473955
2013-07-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,Experian,TX,76706,,N/A,Web,2013-07-30,Closed with explanation,Yes,No,470018
2013-07-30,Debt collection,Auto,Communication tactics,Frequent or repeated calls,,,Santander Consumer USA Holdings Inc,IL,62650,Servicemember,N/A,Web,2013-07-30,Closed with explanation,Yes,No,469982
2013-07-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,BMW Financial Services,IL,60601,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,469979
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,20878,,N/A,Referral,2013-07-31,Closed,Yes,No,470507
2013-07-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Southwest Credit Systems, L.P.",NY,14623,,N/A,Postal mail,2013-07-31,Closed,Yes,,461804
2013-07-30,Credit card,,Closing/Cancelling account,,,,Wells Fargo & Company,CO,80520,,N/A,Postal mail,2013-07-31,Closed,Yes,No,470022
2013-07-31,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Credit Acceptance Corporation,AL,35124,,N/A,Web,2013-08-05,Closed with explanation,Yes,No,476099
2013-07-30,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,NJ,7869,,N/A,Phone,2013-07-31,Closed with explanation,Yes,No,463412
2013-07-31,Bank account or service,Savings account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,91214,Older American,N/A,Web,2013-08-02,Closed with explanation,Yes,No,471075
2013-07-31,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MO,65203,,N/A,Web,2013-08-02,Closed with monetary relief,Yes,Yes,471067
2013-07-31,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NJ,8850,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,471077
2013-07-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,CA,92610,Older American,N/A,Web,2013-08-02,Closed with explanation,Yes,No,463102
2013-07-31,Bank account or service,Other bank product/service,Using a debit or ATM card,,,,Synchrony Financial,NC,27705,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,480956
2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CT,6016,,N/A,Postal mail,2013-08-12,Closed with non-monetary relief,Yes,No,471082
2013-07-31,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,PNC Bank N.A.,MD,20667,,N/A,Web,2013-08-05,Closed with explanation,Yes,Yes,471100
2013-07-30,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Carrington Mortgage Holdings, LLC.",CA,90808,,N/A,Postal mail,2013-07-31,Closed with non-monetary relief,Yes,No,468579
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95678,,N/A,Postal mail,2013-08-02,Closed with explanation,Yes,No,471127
2013-07-31,Credit card,,Billing disputes,,,,Citibank,PA,19002,,N/A,Postal mail,2013-08-02,Closed with monetary relief,Yes,No,471130
2013-07-31,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,GA,31024,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,471132
2013-07-31,Bank account or service,Savings account,"Account opening, closing, or management",,,,BB&T Financial,FL,33060,,N/A,Referral,2013-08-02,Closed with monetary relief,Yes,No,471336
2013-07-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Synchrony Financial,KS,66062,,N/A,Postal mail,2013-08-01,Closed with explanation,Yes,No,470089
2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",GA,30566,,N/A,Web,2013-08-01,Closed with explanation,Yes,Yes,471143
2013-07-31,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,TX,75025,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,471152
2013-07-30,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",FL,32404,Servicemember,N/A,Postal mail,2013-08-12,Closed with explanation,Yes,No,475642
2013-07-31,Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,,,"Platinum Holdings Group, LLC",CA,92504,,N/A,Web,2013-08-16,Closed with explanation,Yes,Yes,480974
2013-07-31,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,MI,48240,,N/A,Phone,2013-08-02,Closed with explanation,Yes,No,471160
2013-07-31,Credit card,,Payoff process,,,,Citibank,ME,4005,,N/A,Phone,2013-08-02,Closed with explanation,Yes,No,471163
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,21843,Older American,N/A,Postal mail,2013-07-31,Closed with explanation,Yes,No,470150
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,CO,80917,,N/A,Web,2013-07-31,Closed with non-monetary relief,Yes,No,471166
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33146,,N/A,Referral,2013-08-05,Closed with explanation,Yes,Yes,461071
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",FL,33146,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,461072
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,FL,33146,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,461073
2013-07-31,Credit card,,Billing disputes,,,,Discover,HI,96813,,N/A,Referral,2013-08-02,Closed with explanation,Yes,Yes,471171
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33993,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,471172
2013-07-30,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,Bank of America,NV,89014,Older American,N/A,Phone,2013-08-01,Closed with explanation,Yes,No,469081
2013-07-30,Credit card,,Billing disputes,,,,Amex,NJ,7506,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470373
2013-07-30,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,MA,2119,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470365
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,GA,30349,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,475640
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,91364,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,471327
2013-07-31,Mortgage,Other mortgage,Settlement process and costs,,,,Embrace Home Loans Inc,NC,27407,,N/A,Referral,2013-08-02,Closed with explanation,No,,471177
2013-07-31,Mortgage,Other mortgage,Other,,,,Bank of America,CO,80126,,N/A,Referral,2013-08-05,Closed with non-monetary relief,Yes,Yes,471179
2013-07-31,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,,,,N/A,Referral,2013-08-02,Closed,Yes,Yes,471182
2013-07-31,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Nationstar Mortgage,MD,20607,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,471155
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,"TransUnion Intermediate Holdings, Inc.",CO,80917,,N/A,Web,2013-07-31,Closed with non-monetary relief,Yes,No,484759
2013-07-30,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,TX,76107,,N/A,Web,2013-08-06,Closed with non-monetary relief,Yes,No,470195
2013-07-31,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,NJ,7005,,N/A,Referral,2013-08-05,Closed with explanation,Yes,No,471197
2013-07-30,Credit card,,APR or interest rate,,,,Discover,MI,48141,,N/A,Web,2013-07-30,Closed with monetary relief,Yes,No,470224
2013-07-31,Credit card,,Late fee,,,,JPMorgan Chase & Co.,IL,60201,,N/A,Web,2013-07-31,Closed with monetary relief,Yes,No,471204
2013-07-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Third Federal Savings & Loan,OH,43220,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,471207
2013-07-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,34120,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,471208
2013-07-30,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,"PayPal Holdings, Inc.",FL,32351,"Older American, Servicemember",N/A,Phone,2013-08-01,Closed with monetary relief,Yes,No,480459
2013-07-30,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",OR,97209,Older American,N/A,Web,2013-07-30,Closed with explanation,Yes,No,470210
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NY,11234,,N/A,Referral,2013-08-02,Closed with explanation,Yes,No,471365
2013-07-31,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Wells Fargo & Company,CA,90404,,N/A,Referral,2013-08-05,Closed with monetary relief,Yes,No,471379
2013-07-30,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",WA,98444,,N/A,Phone,2013-07-31,Closed with explanation,Yes,No,470288
2013-07-31,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BBVA Compass,AZ,85143,,N/A,Web,2013-08-05,Closed with explanation,Yes,Yes,471220
2013-07-31,Credit card,,Advertising and marketing,,,,Amex,WI,53937,Older American,N/A,Web,2013-07-31,Closed with monetary relief,Yes,No,484764
2013-07-31,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,PNC Bank N.A.,GA,30035,,N/A,Web,2013-09-09,Closed with non-monetary relief,Yes,No,471203
2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,32746,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,471226
2013-07-30,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NV,89122,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,470314
2013-07-31,Credit card,,Credit card protection / Debt protection,,,,Capital One,ID,83639,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,487050
2013-07-31,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,WA,98391,,N/A,Web,2013-07-31,Closed with non-monetary relief,Yes,No,471227
2013-07-30,Credit card,,Advertising and marketing,,,,First National Bank of Omaha,VT,5069,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,470330
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,GA,31904,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470596
2013-07-30,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,NJ,8618,,N/A,Phone,2013-07-31,Closed with explanation,Yes,No,470332
2013-07-30,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,20880,,N/A,Referral,2013-07-31,Closed with explanation,Yes,No,470650
2013-07-30,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,NV,89135,,N/A,Web,2013-07-30,Closed with explanation,Yes,Yes,468438
2013-07-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,RI,2861,,N/A,Web,2013-07-30,Closed with monetary relief,Yes,No,470337
2013-07-30,Credit card,,Application processing delay,,,,JPMorgan Chase & Co.,PR,984,,N/A,Web,2013-08-02,Closed with explanation,Yes,No,470345
2013-07-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,20601,,N/A,Phone,2013-08-02,Closed with explanation,Yes,Yes,479616
2013-07-31,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",GA,30043,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,484765
2013-07-31,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Resurgent Capital Services L.P.,TX,79403,Servicemember,N/A,Phone,2013-08-06,Closed with explanation,Yes,No,480992
2013-07-30,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,U.S. Bancorp,OR,97124,,N/A,Web,2013-07-30,Closed with explanation,Yes,No,470385
2013-07-30,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,NY,10038,,N/A,Web,2013-07-31,Closed with explanation,Yes,Yes,464806
2013-07-30,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,92881,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,476056
2013-07-30,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",CA,95692,,N/A,Web,2013-07-31,Closed with monetary relief,Yes,No,470418
